time,rnti,link,tbs_ul
19:12:55.543750,"0x6e6d,",[UL],7407
19:12:55.546302,"0x6e6d,",[UL],7167
19:12:55.548016,"0x6e6d,",[UL],7407
19:12:55.548401,"0x6e6d,",[UL],157
19:12:55.553774,"0x6e6d,",[UL],0
19:12:55.605470,"0x6e6d,",[UL],8324
19:12:55.605559,"0x6e6d,",[UL],8324
19:12:55.607237,"0x6e6d,",[UL],7407
19:12:55.610332,"0x6e6d,",[UL],8324
19:12:55.611389,"0x6e6d,",[UL],8324
19:12:55.612351,"0x6e6d,",[UL],8324
19:12:55.615313,"0x6e6d,",[UL],7407
19:12:55.616721,"0x6e6d,",[UL],7407
19:12:55.617248,"0x6e6d,",[UL],7407
19:12:55.620298,"0x6e6d,",[UL],5861
19:12:55.621533,"0x6e6d,",[UL],7407
19:12:55.622298,"0x6e6d,",[UL],0
19:12:55.625364,"0x6e6d,",[UL],7407
19:12:55.626134,"0x6e6d,",[UL],7407
19:12:55.627237,"0x6e6d,",[UL],7407
19:12:55.630367,"0x6e6d,",[UL],7407
19:12:55.631301,"0x6e6d,",[UL],7407
19:12:55.632282,"0x6e6d,",[UL],0
19:12:55.636234,"0x6e6d,",[UL],2385
19:12:55.637325,"0x6e6d,",[UL],2385
19:12:55.637619,"0x6e6d,",[UL],2577
19:12:55.641348,"0x6e6d,",[UL],2124
19:12:55.642282,"0x6e6d,",[UL],2124
19:12:55.645940,"0x6e6d,",[UL],1431
19:12:55.646294,"0x6e6d,",[UL],2124
19:12:55.647251,"0x6e6d,",[UL],2385
19:12:55.650369,"0x6e6d,",[UL],1287
19:12:55.653728,"0x6e6d,",[UL],1287
19:12:55.654802,"0x6e6d,",[UL],1191
19:12:55.657939,"0x6e6d,",[UL],2052
19:12:55.658457,"0x6e6d,",[UL],5477
19:12:55.659240,"0x6e6d,",[UL],5477
19:12:55.662332,"0x6e6d,",[UL],0
19:12:55.663232,"0x6e6d,",[UL],5477
19:12:55.666240,"0x6e6d,",[UL],6117
19:12:55.667367,"0x6e6d,",[UL],1908
19:12:55.746025,"0x6e6d,",[UL],5072
19:12:55.746439,"0x6e6d,",[UL],6378
19:12:55.747241,"0x6e6d,",[UL],6378
19:12:55.750271,"0x6e6d,",[UL],6378
19:12:55.751179,"0x6e6d,",[UL],6378
19:12:55.752241,"0x6e6d,",[UL],7167
19:12:55.756475,"0x6e6d,",[UL],5861
19:12:55.757226,"0x6e6d,",[UL],6378
19:12:55.757828,"0x6e6d,",[UL],5861
19:12:55.761421,"0x6e6d,",[UL],6378
19:12:55.762560,"0x6e6d,",[UL],4251
19:12:55.763543,"0x6e6d,",[UL],2124
19:12:55.768315,"0x6e6d,",[UL],6378
19:12:55.768423,"0x6e6d,",[UL],5072
19:12:55.769205,"0x6e6d,",[UL],6378
19:12:55.773512,"0x6e6d,",[UL],6594
19:12:55.775912,"0x6e6d,",[UL],6882
19:12:55.777590,"0x6e6d,",[UL],6882
19:12:55.778746,"0x6e6d,",[UL],0
19:12:55.782314,"0x6e6d,",[UL],5477
19:12:55.783378,"0x6e6d,",[UL],6594
19:12:55.784276,"0x6e6d,",[UL],7407
19:12:55.790764,"0x6e6d,",[UL],2769
19:12:55.794892,"0x6e6d,",[UL],2769
19:12:55.800173,"0x6e6d,",[UL],4251
19:12:55.847407,"0x6e6d,",[UL],185
19:12:55.849139,"0x6e6d,",[UL],65
19:12:55.850921,"0x6e6d,",[UL],2961
19:12:55.855067,"0x6e6d,",[UL],277
19:12:55.859582,"0x6e6d,",[UL],2481
19:12:55.860673,"0x6e6d,",[UL],7407
19:12:55.862540,"0x6e6d,",[UL],6882
19:12:55.870199,"0x6e6d,",[UL],8324
19:12:55.870299,"0x6e6d,",[UL],5861
19:12:55.871311,"0x6e6d,",[UL],8324
19:12:55.878063,"0x6e6d,",[UL],4107
19:12:55.881629,"0x6e6d,",[UL],6594
19:12:55.883349,"0x6e6d,",[UL],7407
19:12:55.885717,"0x6e6d,",[UL],3182
19:12:55.890704,"0x6e6d,",[UL],0
19:12:55.891627,"0x6e6d,",[UL],7407
19:12:55.894324,"0x6e6d,",[UL],0
19:12:55.895607,"0x6e6d,",[UL],2292
19:12:55.898099,"0x6e6d,",[UL],1980
19:12:55.900522,"0x6e6d,",[UL],5072
19:12:55.900807,"0x6e6d,",[UL],4736
19:12:55.956325,"0x6e6d,",[UL],301
19:12:55.963231,"0x6e6d,",[UL],5477
19:12:55.965436,"0x6e6d,",[UL],5861
19:12:55.966217,"0x6e6d,",[UL],6378
19:12:55.968259,"0x6e6d,",[UL],6378
19:12:55.971288,"0x6e6d,",[UL],7167
19:12:55.971353,"0x6e6d,",[UL],6378
19:12:55.974014,"0x6e6d,",[UL],6378
19:12:55.976197,"0x6e6d,",[UL],7167
19:12:55.977309,"0x6e6d,",[UL],7167
19:12:55.978427,"0x6e6d,",[UL],7167
19:12:55.981382,"0x6e6d,",[UL],6378
19:12:55.982530,"0x6e6d,",[UL],7167
19:12:55.983256,"0x6e6d,",[UL],6378
19:12:55.986268,"0x6e6d,",[UL],7167
19:12:55.988210,"0x6e6d,",[UL],7167
19:12:55.988895,"0x6e6d,",[UL],6378
19:12:55.989226,"0x6e6d,",[UL],2577
19:12:55.990973,"0x6e6d,",[UL],7407
19:12:55.991841,"0x6e6d,",[UL],7407
19:12:55.992794,"0x6e6d,",[UL],7167
19:12:55.993794,"0x6e6d,",[UL],7407
19:12:55.994770,"0x6e6d,",[UL],8324
19:12:55.996099,"0x6e6d,",[UL],8324
19:12:55.996772,"0x6e6d,",[UL],8324
19:12:55.998569,"0x6e6d,",[UL],8324
19:12:55.998790,"0x6e6d,",[UL],7407
19:12:55.999845,"0x6e6d,",[UL],8324
19:12:56.000887,"0x6e6d,",[UL],4107
19:12:56.001815,"0x6e6d,",[UL],4587
19:12:56.003017,"0x6e6d,",[UL],0
19:12:56.003855,"0x6e6d,",[UL],4587
19:12:56.004798,"0x6e6d,",[UL],4587
19:12:56.005892,"0x6e6d,",[UL],4395
19:12:56.006827,"0x6e6d,",[UL],4587
19:12:56.007861,"0x6e6d,",[UL],749
19:12:56.013826,"0x6e6d,",[UL],0
19:12:56.014959,"0x6e6d,",[UL],0
19:12:56.053733,"0x6e6d,",[UL],317
19:12:56.060857,"0x6e6d,",[UL],6117
19:12:56.061802,"0x6e6d,",[UL],6378
19:12:56.062804,"0x6e6d,",[UL],6117
19:12:56.063705,"0x6e6d,",[UL],6882
19:12:56.064772,"0x6e6d,",[UL],6378
19:12:56.065757,"0x6e6d,",[UL],6882
19:12:56.066825,"0x6e6d,",[UL],4251
19:12:56.067695,"0x6e6d,",[UL],6117
19:12:56.068868,"0x6e6d,",[UL],6117
19:12:56.070800,"0x6e6d,",[UL],6378
19:12:56.071863,"0x6e6d,",[UL],2673
19:12:56.072304,"0x6e6d,",[UL],6882
19:12:56.072834,"0x6e6d,",[UL],4587
19:12:56.073830,"0x6e6d,",[UL],0
19:12:56.074817,"0x6e6d,",[UL],6378
19:12:56.075927,"0x6e6d,",[UL],0
19:12:56.076836,"0x6e6d,",[UL],0
19:12:56.077758,"0x6e6d,",[UL],0
19:12:56.078694,"0x6e6d,",[UL],0
19:12:56.079763,"0x6e6d,",[UL],6378
19:12:56.080871,"0x6e6d,",[UL],6378
19:12:56.081735,"0x6e6d,",[UL],7167
19:12:56.082776,"0x6e6d,",[UL],0
19:12:56.083722,"0x6e6d,",[UL],6378
19:12:56.084841,"0x6e6d,",[UL],5861
19:12:56.085839,"0x6e6d,",[UL],6378
19:12:56.086986,"0x6e6d,",[UL],6882
19:12:56.087861,"0x6e6d,",[UL],0
19:12:56.088849,"0x6e6d,",[UL],0
19:12:56.089769,"0x6e6d,",[UL],6378
19:12:56.090841,"0x6e6d,",[UL],6117
19:12:56.091817,"0x6e6d,",[UL],6882
19:12:56.096289,"0x6e6d,",[UL],6882
